GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CBC001
"G1800170040","1970","Indiana","18","Cass","017","Harrison Township","040",,,,,,,,,,,,"Harrison Township",861
"G1800170045","1970","Indiana","18","Cass","017","Jackson Township","045",,,,,,,,,,,,"Jackson Township",2574
"G1800170050","1970","Indiana","18","Cass","017","Jefferson Township","050",,,,,,,,,,,,"Jefferson Township",984
"G1800170055","1970","Indiana","18","Cass","017","Miami Township","055",,,,,,,,,,,,"Miami Township",1059
"G1800170060","1970","Indiana","18","Cass","017","Noble Township","060",,,,,,,,,,,,"Noble Township",1862
"G1800170065","1970","Indiana","18","Cass","017","Tipton Township","065",,,,,,,,,,,,"Tipton Township",2390
"G1800170070","1970","Indiana","18","Cass","017","Washington Township","070",,,,,,,,,,,,"Washington Township",1678
"G1800190005","1970","Indiana","18","Clark","019","Bethlehem Township","005",,,,,"4520",,,,,,,"Bethlehem Township",499
"G1800190010","1970","Indiana","18","Clark","019","Carr Township","010",,,,,"4520",,,,,,,"Carr Township",1268
"G1800190015","1970","Indiana","18","Clark","019","Charlestown Township","015",,,,,"4520",,,,,,,"Charlestown Township",8441
"G1800190020","1970","Indiana","18","Clark","019","Jeffersonville Township","020",,,,,"4520",,,,,,,"Jeffersonville Township",47010
"G1800190025","1970","Indiana","18","Clark","019","Monroe Township","025",,,,,"4520",,,,,,,"Monroe Township",3290
"G1800190030","1970","Indiana","18","Clark","019","Oregon Township","030",,,,,"4520",,,,,,,"Oregon Township",1007
"G1800190035","1970","Indiana","18","Clark","019","Owen Township","035",,,,,"4520",,,,,,,"Owen Township",629
"G1800190040","1970","Indiana","18","Clark","019","Silver Creek Township","040",,,,,"4520",,,,,,,"Silver Creek Township",6267
"G1800190045","1970","Indiana","18","Clark","019","Union Township","045",,,,,"4520",,,,,,,"Union Township",1214
"G1800190050","1970","Indiana","18","Clark","019","Utica Township","050",,,,,"4520",,,,,,,"Utica Township",2728
"G1800190055","1970","Indiana","18","Clark","019","Washington Township","055",,,,,"4520",,,,,,,"Washington Township",1463
"G1800190060","1970","Indiana","18","Clark","019","Wood Township","060",,,,,"4520",,,,,,,"Wood Township",2060
"G1800210005","1970","Indiana","18","Clay","021","Brazil Township","005",,,,,"8320",,,,,,,"Brazil Township",8568
"G1800210010","1970","Indiana","18","Clay","021","Cass Township","010",,,,,"8320",,,,,,,"Cass Township",298
"G1800210015","1970","Indiana","18","Clay","021","Dick Johnson Township","015",,,,,"8320",,,,,,,"Dick Johnson Township",1136
"G1800210020","1970","Indiana","18","Clay","021","Harrison Township","020",,,,,"8320",,,,,,,"Harrison Township",2129
"G1800210025","1970","Indiana","18","Clay","021","Jackson Township","025",,,,,"8320",,,,,,,"Jackson Township",1665
"G1800210030","1970","Indiana","18","Clay","021","Lewis Township","030",,,,,"8320",,,,,,,"Lewis Township",1338
"G1800210035","1970","Indiana","18","Clay","021","Perry Township","035",,,,,"8320",,,,,,,"Perry Township",939
"G1800210040","1970","Indiana","18","Clay","021","Posey Township","040",,,,,"8320",,,,,,,"Posey Township",3311
"G1800210045","1970","Indiana","18","Clay","021","Sugar Ridge Township","045",,,,,"8320",,,,,,,"Sugar Ridge Township",865
"G1800210050","1970","Indiana","18","Clay","021","Van Buren Township","050",,,,,"8320",,,,,,,"Van Buren Township",2990
"G1800210055","1970","Indiana","18","Clay","021","Washington Township","055",,,,,"8320",,,,,,,"Washington Township",694
"G1800230005","1970","Indiana","18","Clinton","023","Center Township","005",,,,,,,,,,,,"Center Township",16210
"G1800230010","1970","Indiana","18","Clinton","023","Forest Township","010",,,,,,,,,,,,"Forest Township",953
"G1800230015","1970","Indiana","18","Clinton","023","Jackson Township","015",,,,,,,,,,,,"Jackson Township",1231
"G1800230020","1970","Indiana","18","Clinton","023","Johnson Township","020",,,,,,,,,,,,"Johnson Township",765
"G1800230025","1970","Indiana","18","Clinton","023","Kirklin Township","025",,,,,,,,,,,,"Kirklin Township",1377
"G1800230030","1970","Indiana","18","Clinton","023","Madison Township","030",,,,,,,,,,,,"Madison Township",1837
"G1800230035","1970","Indiana","18","Clinton","023","Michigan Township","035",,,,,,,,,,,,"Michigan Township",1403
"G1800230040","1970","Indiana","18","Clinton","023","Owen Township","040",,,,,,,,,,,,"Owen Township",855
"G1800230045","1970","Indiana","18","Clinton","023","Perry Township","045",,,,,,,,,,,,"Perry Township",1312
"G1800230050","1970","Indiana","18","Clinton","023","Ross Township","050",,,,,,,,,,,,"Ross Township",1779
"G1800230055","1970","Indiana","18","Clinton","023","Sugar Creek Township","055",,,,,,,,,,,,"Sugar Creek Township",535
"G1800230060","1970","Indiana","18","Clinton","023","Union Township","060",,,,,,,,,,,,"Union Township",643
"G1800230065","1970","Indiana","18","Clinton","023","Warren Township","065",,,,,,,,,,,,"Warren Township",701
"G1800230070","1970","Indiana","18","Clinton","023","Washington Township","070",,,,,,,,,,,,"Washington Township",946
"G1800250005","1970","Indiana","18","Crawford","025","Boone Township","005",,,,,,,,,,,,"Boone Township",151
"G1800250010","1970","Indiana","18","Crawford","025","Jennings Township","010",,,,,,,,,,,,"Jennings Township",952
"G1800250015","1970","Indiana","18","Crawford","025","Johnson Township","015",,,,,,,,,,,,"Johnson Township",503
"G1800250020","1970","Indiana","18","Crawford","025","Liberty Township","020",,,,,,,,,,,,"Liberty Township",1379
"G1800250025","1970","Indiana","18","Crawford","025","Ohio Township","025",,,,,,,,,,,,"Ohio Township",467
"G1800250030","1970","Indiana","18","Crawford","025","Patoka Township","030",,,,,,,,,,,,"Patoka Township",992
"G1800250035","1970","Indiana","18","Crawford","025","Sterling Township","035",,,,,,,,,,,,"Sterling Township",1560
"G1800250040","1970","Indiana","18","Crawford","025","Union Township","040",,,,,,,,,,,,"Union Township",717
"G1800250045","1970","Indiana","18","Crawford","025","Whiskey Run Township","045",,,,,,,,,,,,"Whiskey Run Township",1312
"G1800270005","1970","Indiana","18","Daviess","027","Barr Township","005",,,,,,,,,,,,"Barr Township",3059
"G1800270010","1970","Indiana","18","Daviess","027","Bogard Township","010",,,,,,,,,,,,"Bogard Township",844
"G1800270015","1970","Indiana","18","Daviess","027","Elmore Township","015",,,,,,,,,,,,"Elmore Township",1515
"G1800270020","1970","Indiana","18","Daviess","027","Harrison Township","020",,,,,,,,,,,,"Harrison Township",485
"G1800270025","1970","Indiana","18","Daviess","027","Madison Township","025",,,,,,,,,,,,"Madison Township",2570
"G1800270030","1970","Indiana","18","Daviess","027","Reeve Township","030",,,,,,,,,,,,"Reeve Township",641
"G1800270035","1970","Indiana","18","Daviess","027","Steele Township","035",,,,,,,,,,,,"Steele Township",988
"G1800270040","1970","Indiana","18","Daviess","027","Van Buren Township","040",,,,,,,,,,,,"Van Buren Township",1125
"G1800270045","1970","Indiana","18","Daviess","027","Veale Township","045",,,,,,,,,,,,"Veale Township",652
"G1800270050","1970","Indiana","18","Daviess","027","Washington Township","050",,,,,,,,,,,,"Washington Township",14723
"G1800290005","1970","Indiana","18","Dearborn","029","Caesar Creek Township","005",,,,,"1640",,,,,,,"Caesar Creek Township",251
"G1800290010","1970","Indiana","18","Dearborn","029","Center Township","010",,,,,"1640",,,,,,,"Center Township",5196
"G1800290015","1970","Indiana","18","Dearborn","029","Clay Township","015",,,,,"1640",,,,,,,"Clay Township",2027
"G1800290020","1970","Indiana","18","Dearborn","029","Harrison Township","020",,,,,"1640",,,,,,,"Harrison Township",1761
"G1800290025","1970","Indiana","18","Dearborn","029","Hogan Township","025",,,,,"1640",,,,,,,"Hogan Township",682
"G1800290030","1970","Indiana","18","Dearborn","029","Jackson Township","030",,,,,"1640",,,,,,,"Jackson Township",928
"G1800290035","1970","Indiana","18","Dearborn","029","Kelso Township","035",,,,,"1640",,,,,,,"Kelso Township",1452
"G1800290040","1970","Indiana","18","Dearborn","029","Lawrenceburg Township","040",,,,,"1640",,,,,,,"Lawrenceburg Township",9424
"G1800290045","1970","Indiana","18","Dearborn","029","Logan Township","045",,,,,"1640",,,,,,,"Logan Township",797
"G1800290050","1970","Indiana","18","Dearborn","029","Manchester Township","050",,,,,"1640",,,,,,,"Manchester Township",1892
"G1800290055","1970","Indiana","18","Dearborn","029","Miller Township","055",,,,,"1640",,,,,,,"Miller Township",1676
"G1800290060","1970","Indiana","18","Dearborn","029","Sparta Township","060",,,,,"1640",,,,,,,"Sparta Township",1684
"G1800290065","1970","Indiana","18","Dearborn","029","Washington Township","065",,,,,"1640",,,,,,,"Washington Township",968
"G1800290070","1970","Indiana","18","Dearborn","029","York Township","070",,,,,"1640",,,,,,,"York Township",692
"G1800310005","1970","Indiana","18","Decatur","031","Adams Township","005",,,,,,,,,,,,"Adams Township",1657
"G1800310010","1970","Indiana","18","Decatur","031","Clay Township","010",,,,,,,,,,,,"Clay Township",1504
"G1800310015","1970","Indiana","18","Decatur","031","Clinton Township","015",,,,,,,,,,,,"Clinton Township",583
"G1800310020","1970","Indiana","18","Decatur","031","Fugit Township","020",,,,,,,,,,,,"Fugit Township",1156
"G1800310025","1970","Indiana","18","Decatur","031","Jackson Township","025",,,,,,,,,,,,"Jackson Township",1153
"G1800310030","1970","Indiana","18","Decatur","031","Marion Township","030",,,,,,,,,,,,"Marion Township",1612
"G1800310035","1970","Indiana","18","Decatur","031","Salt Creek Township","035",,,,,,,,,,,,"Salt Creek Township",1192
"G1800310040","1970","Indiana","18","Decatur","031","Sand Creek Township","040",,,,,,,,,,,,"Sand Creek Township",2769
"G1800310045","1970","Indiana","18","Decatur","031","Washington Township","045",,,,,,,,,,,,"Washington Township",11112
"G1800330005","1970","Indiana","18","DeKalb","033","Butler Township","005",,,,,,,,,,,,"Butler Township",1274
"G1800330010","1970","Indiana","18","DeKalb","033","Concord Township","010",,,,,,,,,,,,"Concord Township",1087
"G1800330015","1970","Indiana","18","DeKalb","033","Fairfield Township","015",,,,,,,,,,,,"Fairfield Township",1066
"G1800330020","1970","Indiana","18","DeKalb","033","Franklin Township","020",,,,,,,,,,,,"Franklin Township",947
"G1800330025","1970","Indiana","18","DeKalb","033","Grant Township","025",,,,,,,,,,,,"Grant Township",2514
"G1800330030","1970","Indiana","18","DeKalb","033","Jackson Township","030",,,,,,,,,,,,"Jackson Township",1624
"G1800330035","1970","Indiana","18","DeKalb","033","Keyser Township","035",,,,,,,,,,,,"Keyser Township",6156
"G1800330040","1970","Indiana","18","DeKalb","033","Newville Township","040",,,,,,,,,,,,"Newville Township",474
"G1800330045","1970","Indiana","18","DeKalb","033","Richland Township","045",,,,,,,,,,,,"Richland Township",1132
"G1800330050","1970","Indiana","18","DeKalb","033","Smithfield Township","050",,,,,,,,,,,,"Smithfield Township",1286
"G1800330055","1970","Indiana","18","DeKalb","033","Spencer Township","055",,,,,,,,,,,,"Spencer Township",968
"G1800330060","1970","Indiana","18","DeKalb","033","Stafford Township","060",,,,,,,,,,,,"Stafford Township",273
"G1800330065","1970","Indiana","18","DeKalb","033","Troy Township","065",,,,,,,,,,,,"Troy Township",329
"G1800330070","1970","Indiana","18","DeKalb","033","Union Township","070",,,,,,,,,,,,"Union Township",8345
"G1800330075","1970","Indiana","18","DeKalb","033","Wilmington Township","075",,,,,,,,,,,,"Wilmington Township",3362
"G1800350005","1970","Indiana","18","Delaware","035","Center Township","005",,,,,"5280",,,,,,,"Center Township",87469
"G1800350010","1970","Indiana","18","Delaware","035","Delaware Township","010",,,,,"5280",,,,,,,"Delaware Township",4201
"G1800350015","1970","Indiana","18","Delaware","035","Hamilton Township","015",,,,,"5280",,,,,,,"Hamilton Township",4803
"G1800350020","1970","Indiana","18","Delaware","035","Harrison Township","020",,,,,"5280",,,,,,,"Harrison Township",2983
"G1800350025","1970","Indiana","18","Delaware","035","Liberty Township","025",,,,,"5280",,,,,,,"Liberty Township",5620
"G1800350030","1970","Indiana","18","Delaware","035","Monroe Township","030",,,,,"5280",,,,,,,"Monroe Township",3425
"G1800350035","1970","Indiana","18","Delaware","035","Mount Pleasant Township","035",,,,,"5280",,,,,,,"Mount Pleasant Township",9008
"G1800350040","1970","Indiana","18","Delaware","035","Niles Township","040",,,,,"5280",,,,,,,"Niles Township",1110
"G1800350045","1970","Indiana","18","Delaware","035","Perry Township","045",,,,,"5280",,,,,,,"Perry Township",1334
"G1800350050","1970","Indiana","18","Delaware","035","Salem Township","050",,,,,"5280",,,,,,,"Salem Township",4034
"G1800350055","1970","Indiana","18","Delaware","035","Union Township","055",,,,,"5280",,,,,,,"Union Township",3014
"G1800350060","1970","Indiana","18","Delaware","035","Washington Township","060",,,,,"5280",,,,,,,"Washington Township",2218
"G1800370005","1970","Indiana","18","Dubois","037","Bainbridge Township","005",,,,,,,,,,,,"Bainbridge Township",11047
"G1800370010","1970","Indiana","18","Dubois","037","Boone Township","010",,,,,,,,,,,,"Boone Township",726
"G1800370015","1970","Indiana","18","Dubois","037","Cass Township","015",,,,,,,,,,,,"Cass Township",1504
"G1800370020","1970","Indiana","18","Dubois","037","Columbia Township","020",,,,,,,,,,,,"Columbia Township",822
"G1800370025","1970","Indiana","18","Dubois","037","Ferdinand Township","025",,,,,,,,,,,,"Ferdinand Township",2960
"G1800370030","1970","Indiana","18","Dubois","037","Hall Township","030",,,,,,,,,,,,"Hall Township",832
"G1800370035","1970","Indiana","18","Dubois","037","Harbison Township","035",,,,,,,,,,,,"Harbison Township",1452
"G1800370040","1970","Indiana","18","Dubois","037","Jackson Township","040",,,,,,,,,,,,"Jackson Township",1422
"G1800370045","1970","Indiana","18","Dubois","037","Jefferson Township","045",,,,,,,,,,,,"Jefferson Township",1205
"G1800370050","1970","Indiana","18","Dubois","037","Madison Township","050",,,,,,,,,,,,"Madison Township",1476
"G1800370055","1970","Indiana","18","Dubois","037","Marion Township","055",,,,,,,,,,,,"Marion Township",1275
"G1800370060","1970","Indiana","18","Dubois","037","Patoka Township","060",,,,,,,,,,,,"Patoka Township",6213
"G1800390005","1970","Indiana","18","Elkhart","039","Baugo Township","005",,,,,,,,,,,,"Baugo Township",5982
"G1800390010","1970","Indiana","18","Elkhart","039","Benton Township","010",,,,,,,,,,,,"Benton Township",1354
"G1800390015","1970","Indiana","18","Elkhart","039","Cleveland Township","015",,,,,,,,,,,,"Cleveland Township",5207
"G1800390020","1970","Indiana","18","Elkhart","039","Clinton Township","020",,,,,,,,,,,,"Clinton Township",2478
"G1800390025","1970","Indiana","18","Elkhart","039","Concord Township","025",,,,,,,,,,,,"Concord Township",47192
"G1800390030","1970","Indiana","18","Elkhart","039","Elkhart Township","030",,,,,,,,,,,,"Elkhart Township",21399
"G1800390035","1970","Indiana","18","Elkhart","039","Harrison Township","035",,,,,,,,,,,,"Harrison Township",2175
"G1800390040","1970","Indiana","18","Elkhart","039","Jackson Township","040",,,,,,,,,,,,"Jackson Township",2416
"G1800390045","1970","Indiana","18","Elkhart","039","Jefferson Township","045",,,,,,,,,,,,"Jefferson Township",2360
"G1800390050","1970","Indiana","18","Elkhart","039","Locke Township","050",,,,,,,,,,,,"Locke Township",2834
"G1800390055","1970","Indiana","18","Elkhart","039","Middlebury Township","055",,,,,,,,,,,,"Middlebury Township",3453
"G1800390060","1970","Indiana","18","Elkhart","039","Olive Township","060",,,,,,,,,,,,"Olive Township",2081
"G1800390065","1970","Indiana","18","Elkhart","039","Osolo Township","065",,,,,,,,,,,,"Osolo Township",18309
"G1800390070","1970","Indiana","18","Elkhart","039","Union Township","070",,,,,,,,,,,,"Union Township",4283
"G1800390075","1970","Indiana","18","Elkhart","039","Washington Township","075",,,,,,,,,,,,"Washington Township",3535
"G1800390080","1970","Indiana","18","Elkhart","039","York Township","080",,,,,,,,,,,,"York Township",1471
"G1800410005","1970","Indiana","18","Fayette","041","Columbia Township","005",,,,,,,,,,,,"Columbia Township",851
"G1800410010","1970","Indiana","18","Fayette","041","Connersville Township","010",,,,,,,,,,,,"Connersville Township",13584
"G1800410015","1970","Indiana","18","Fayette","041","Fairview Township","015",,,,,,,,,,,,"Fairview Township",499
"G1800410020","1970","Indiana","18","Fayette","041","Harrison Township","020",,,,,,,,,,,,"Harrison Township",7385
"G1800410025","1970","Indiana","18","Fayette","041","Jackson Township","025",,,,,,,,,,,,"Jackson Township",1208
"G1800410030","1970","Indiana","18","Fayette","041","Jennings Township","030",,,,,,,,,,,,"Jennings Township",681
"G1800410035","1970","Indiana","18","Fayette","041","Orange Township","035",,,,,,,,,,,,"Orange Township",799
"G1800410040","1970","Indiana","18","Fayette","041","Posey Township","040",,,,,,,,,,,,"Posey Township",668
"G1800410045","1970","Indiana","18","Fayette","041","Waterloo Township","045",,,,,,,,,,,,"Waterloo Township",541
"G1800430005","1970","Indiana","18","Floyd","043","Franklin Township","005",,,,,"4520",,,,,,,"Franklin Township",986
"G1800430010","1970","Indiana","18","Floyd","043","Georgetown Township","010",,,,,"4520",,,,,,,"Georgetown Township",3729
"G1800430015","1970","Indiana","18","Floyd","043","Greenville Township","015",,,,,"4520",,,,,,,"Greenville Township",2775
"G1800430020","1970","Indiana","18","Floyd","043","Lafayette Township","020",,,,,"4520",,,,,,,"Lafayette Township",3699
"G1800430025","1970","Indiana","18","Floyd","043","New Albany Township","025",,,,,"4520",,,,,,,"New Albany Township",44433
"G1800450005","1970","Indiana","18","Fountain","045","Cain Township","005",,,,,,,,,,,,"Cain Township",1023
"G1800450010","1970","Indiana","18","Fountain","045","Davis Township","010",,,,,,,,,,,,"Davis Township",540
"G1800450015","1970","Indiana","18","Fountain","045","Fulton Township","015",,,,,,,,,,,,"Fulton Township",705
"G1800450020","1970","Indiana","18","Fountain","045","Jackson Township","020",,,,,,,,,,,,"Jackson Township",730
"G1800450025","1970","Indiana","18","Fountain","045","Logan Township","025",,,,,,,,,,,,"Logan Township",4831
"G1800450030","1970","Indiana","18","Fountain","045","Mill Creek Township","030",,,,,,,,,,,,"Mill Creek Township",1348
"G1800450035","1970","Indiana","18","Fountain","045","Richland Township","035",,,,,,,,,,,,"Richland Township",1307
"G1800450040","1970","Indiana","18","Fountain","045","Shawnee Township","040",,,,,,,,,,,,"Shawnee Township",596
"G1800450045","1970","Indiana","18","Fountain","045","Troy Township","045",,,,,,,,,,,,"Troy Township",3458
"G1800450050","1970","Indiana","18","Fountain","045","Van Buren Township","050",,,,,,,,,,,,"Van Buren Township",3004
"G1800450055","1970","Indiana","18","Fountain","045","Wabash Township","055",,,,,,,,,,,,"Wabash Township",715
"G1800470005","1970","Indiana","18","Franklin","047","Bath Township","005",,,,,,,,,,,,"Bath Township",455
"G1800470010","1970","Indiana","18","Franklin","047","Blooming Grove Township","010",,,,,,,,,,,,"Blooming Grove Township",684
"G1800470015","1970","Indiana","18","Franklin","047","Brookville Township","015",,,,,,,,,,,,"Brookville Township",4882
"G1800470020","1970","Indiana","18","Franklin","047","Butler Township","020",,,,,,,,,,,,"Butler Township",846
"G1800470025","1970","Indiana","18","Franklin","047","Fairfield Township","025",,,,,,,,,,,,"Fairfield Township",139
"G1800470030","1970","Indiana","18","Franklin","047","Highland Township","030",,,,,,,,,,,,"Highland Township",1083
"G1800470035","1970","Indiana","18","Franklin","047","Laurel Township","035",,,,,,,,,,,,"Laurel Township",1509
"G1800470040","1970","Indiana","18","Franklin","047","Metamora Township","040",,,,,,,,,,,,"Metamora Township",997
"G1800470045","1970","Indiana","18","Franklin","047","Posey Township","045",,,,,,,,,,,,"Posey Township",931
"G1800470050","1970","Indiana","18","Franklin","047","Ray Township","050",,,,,,,,,,,,"Ray Township",2420
"G1800470055","1970","Indiana","18","Franklin","047","Salt Creek Township","055",,,,,,,,,,,,"Salt Creek Township",727
"G1800470060","1970","Indiana","18","Franklin","047","Springfield Township","060",,,,,,,,,,,,"Springfield Township",877
"G1800470065","1970","Indiana","18","Franklin","047","Whitewater Township","065",,,,,,,,,,,,"Whitewater Township",1393
"G1800490005","1970","Indiana","18","Fulton","049","Aubbeenaubbee Township","005",,,,,,,,,,,,"Aubbeenaubbee Township",938
"G1800490010","1970","Indiana","18","Fulton","049","Henry Township","010",,,,,,,,,,,,"Henry Township",2587
"G1800490015","1970","Indiana","18","Fulton","049","Liberty Township","015",,,,,,,,,,,,"Liberty Township",1567
"G1800490020","1970","Indiana","18","Fulton","049","Newcastle Township","020",,,,,,,,,,,,"Newcastle Township",856
"G1800490025","1970","Indiana","18","Fulton","049","Richland Township","025",,,,,,,,,,,,"Richland Township",847
"G1800490030","1970","Indiana","18","Fulton","049","Rochester Township","030",,,,,,,,,,,,"Rochester Township",8107
"G1800490035","1970","Indiana","18","Fulton","049","Union Township","035",,,,,,,,,,,,"Union Township",1363
"G1800490040","1970","Indiana","18","Fulton","049","Wayne Township","040",,,,,,,,,,,,"Wayne Township",719
"G1800510005","1970","Indiana","18","Gibson","051","Barton Township","005",,,,,,,,,,,,"Barton Township",1736
"G1800510010","1970","Indiana","18","Gibson","051","Center Township","010",,,,,,,,,,,,"Center Township",1473
"G1800510015","1970","Indiana","18","Gibson","051","Columbia Township","015",,,,,,,,,,,,"Columbia Township",4603
"G1800510020","1970","Indiana","18","Gibson","051","Johnson Township","020",,,,,,,,,,,,"Johnson Township",2649
"G1800510025","1970","Indiana","18","Gibson","051","Montgomery Township","025",,,,,,,,,,,,"Montgomery Township",2760
"G1800510030","1970","Indiana","18","Gibson","051","Patoka Township","030",,,,,,,,,,,,"Patoka Township",11206
"G1800510035","1970","Indiana","18","Gibson","051","Union Township","035",,,,,,,,,,,,"Union Township",3788
"G1800510040","1970","Indiana","18","Gibson","051","Wabash Township","040",,,,,,,,,,,,"Wabash Township",139
"G1800510045","1970","Indiana","18","Gibson","051","Washington Township","045",,,,,,,,,,,,"Washington Township",698
"G1800510050","1970","Indiana","18","Gibson","051","White River Township","050",,,,,,,,,,,,"White River Township",1392
"G1800530005","1970","Indiana","18","Grant","053","Center Township","005",,,,,,,,,,,,"Center Township",32606
"G1800530010","1970","Indiana","18","Grant","053","Fairmount Township","010",,,,,,,,,,,,"Fairmount Township",4832
"G1800530015","1970","Indiana","18","Grant","053","Franklin Township","015",,,,,,,,,,,,"Franklin Township",9976
"G1800530020","1970","Indiana","18","Grant","053","Green Township","020",,,,,,,,,,,,"Green Township",808
"G1800530025","1970","Indiana","18","Grant","053","Jefferson Township","025",,,,,,,,,,,,"Jefferson Township",5077
"G1800530030","1970","Indiana","18","Grant","053","Liberty Township","030",,,,,,,,,,,,"Liberty Township",1192
"G1800530035","1970","Indiana","18","Grant","053","Mill Township","035",,,,,,,,,,,,"Mill Township",11893
"G1800530040","1970","Indiana","18","Grant","053","Monroe Township","040",,,,,,,,,,,,"Monroe Township",972
"G1800530045","1970","Indiana","18","Grant","053","Pleasant Township","045",,,,,,,,,,,,"Pleasant Township",6434
"G1800530050","1970","Indiana","18","Grant","053","Richland Township","050",,,,,,,,,,,,"Richland Township",888
"G1800530055","1970","Indiana","18","Grant","053","Sims Township","055",,,,,,,,,,,,"Sims Township",2140
"G1800530060","1970","Indiana","18","Grant","053","Van Buren Township","060",,,,,,,,,,,,"Van Buren Township",2134
"G1800530065","1970","Indiana","18","Grant","053","Washington Township","065",,,,,,,,,,,,"Washington Township",5003
"G1800550005","1970","Indiana","18","Greene","055","Beech Creek Township","005",,,,,,,,,,,,"Beech Creek Township",1274
"G1800550010","1970","Indiana","18","Greene","055","Cass Township","010",,,,,,,,,,,,"Cass Township",426
"G1800550015","1970","Indiana","18","Greene","055","Center Township","015",,,,,,,,,,,,"Center Township",1391
"G1800550020","1970","Indiana","18","Greene","055","Fairplay Township","020",,,,,,,,,,,,"Fairplay Township",651
"G1800550025","1970","Indiana","18","Greene","055","Grant Township","025",,,,,,,,,,,,"Grant Township",668
"G1800550030","1970","Indiana","18","Greene","055","Highland Township","030",,,,,,,,,,,,"Highland Township",513
"G1800550035","1970","Indiana","18","Greene","055","Jackson Township","035",,,,,,,,,,,,"Jackson Township",1182
"G1800550040","1970","Indiana","18","Greene","055","Jefferson Township","040",,,,,,,,,,,,"Jefferson Township",2116
"G1800550045","1970","Indiana","18","Greene","055","Richland Township","045",,,,,,,,,,,,"Richland Township",4336
"G1800550050","1970","Indiana","18","Greene","055","Smith Township","050",,,,,,,,,,,,"Smith Township",419
"G1800550055","1970","Indiana","18","Greene","055","Stafford Township","055",,,,,,,,,,,,"Stafford Township",535
"G1800550060","1970","Indiana","18","Greene","055","Stockton Township","060",,,,,,,,,,,,"Stockton Township",7383
"G1800550065","1970","Indiana","18","Greene","055","Taylor Township","065",,,,,,,,,,,,"Taylor Township",938
"G1800550070","1970","Indiana","18","Greene","055","Washington Township","070",,,,,,,,,,,,"Washington Township",1241
"G1800550075","1970","Indiana","18","Greene","055","Wright Township","075",,,,,,,,,,,,"Wright Township",3821
"G1800570005","1970","Indiana","18","Hamilton","057","Adams Township","005",,,,,"3480",,,,,,,"Adams Township",4009
"G1800570010","1970","Indiana","18","Hamilton","057","Clay Township","010",,,,,"3480",,,,,,,"Clay Township",19518
"G1800570015","1970","Indiana","18","Hamilton","057","Delaware Township","015",,,,,"3480",,,,,,,"Delaware Township",2279
"G1800570020","1970","Indiana","18","Hamilton","057","Fall Creek Township","020",,,,,"3480",,,,,,,"Fall Creek Township",2046
"G1800570025","1970","Indiana","18","Hamilton","057","Jackson Township","025",,,,,"3480",,,,,,,"Jackson Township",5411
"G1800570030","1970","Indiana","18","Hamilton","057","Noblesville Township","030",,,,,"3480",,,,,,,"Noblesville Township",13289
"G1800570035","1970","Indiana","18","Hamilton","057","Washington Township","035",,,,,"3480",,,,,,,"Washington Township",4789
"G1800570040","1970","Indiana","18","Hamilton","057","Wayne Township","040",,,,,"3480",,,,,,,"Wayne Township",1520
"G1800570045","1970","Indiana","18","Hamilton","057","White River Township","045",,,,,"3480",,,,,,,"White River Township",1671
"G1800590005","1970","Indiana","18","Hancock","059","Blue River Township","005",,,,,"3480",,,,,,,"Blue River Township",977
"G1800590010","1970","Indiana","18","Hancock","059","Brandywine Township","010",,,,,"3480",,,,,,,"Brandywine Township",1333
"G1800590015","1970","Indiana","18","Hancock","059","Brown Township","015",,,,,"3480",,,,,,,"Brown Township",2552
"G1800590020","1970","Indiana","18","Hancock","059","Buck Creek Township","020",,,,,"3480",,,,,,,"Buck Creek Township",2649
"G1800590025","1970","Indiana","18","Hancock","059","Center Township","025",,,,,"3480",,,,,,,"Center Township",13559
"G1800590030","1970","Indiana","18","Hancock","059","Green Township","030",,,,,"3480",,,,,,,"Green Township",1333
"G1800590035","1970","Indiana","18","Hancock","059","Jackson Township","035",,,,,"3480",,,,,,,"Jackson Township",1756
"G1800590040","1970","Indiana","18","Hancock","059","Sugar Creek Township","040",,,,,"3480",,,,,,,"Sugar Creek Township",5903
"G1800590045","1970","Indiana","18","Hancock","059","Vernon Township","045",,,,,"3480",,,,,,,"Vernon Township",5034
"G1800610005","1970","Indiana","18","Harrison","061","Blue River Township","005",,,,,,,,,,,,"Blue River Township",1218
"G1800610010","1970","Indiana","18","Harrison","061","Boone Township","010",,,,,,,,,,,,"Boone Township",985
"G1800610015","1970","Indiana","18","Harrison","061","Franklin Township","015",,,,,,,,,,,,"Franklin Township",1952
"G1800610020","1970","Indiana","18","Harrison","061","Harrison Township","020",,,,,,,,,,,,"Harrison Township",6241
"G1800610025","1970","Indiana","18","Harrison","061","Heth Township","025",,,,,,,,,,,,"Heth Township",726
"G1800610030","1970","Indiana","18","Harrison","061","Jackson Township","030",,,,,,,,,,,,"Jackson Township",2331
"G1800610035","1970","Indiana","18","Harrison","061","Morgan Township","035",,,,,,,,,,,,"Morgan Township",1958
"G1800610040","1970","Indiana","18","Harrison","061","Posey Township","040",,,,,,,,,,,,"Posey Township",1833
